"""price""","""area""","""bedrooms""","""bathrooms""","""stories""","""mainroad""","""guestroom""","""basement""","""hotwaterheating""","""airconditioning""","""parking""","""prefarea""","""furnishingstatus""","""price_per_sq"""
4200000,5040,3,1,2,"""yes""","""no""","""yes""","""no""","""yes""",0,"""no""","""unfurnished""",833.3333333333334
6720000,5020,3,1,4,"""yes""","""no""","""no""","""no""","""yes""",0,"""yes""","""unfurnished""",1338.6454183266933
4620000,5010,3,1,2,"""yes""","""no""","""yes""","""no""","""no""",0,"""no""","""semi-furnished""",922.1556886227545
5740000,5000,3,1,3,"""yes""","""no""","""no""","""no""","""yes""",0,"""no""","""semi-furnished""",1148.0
6440000,5000,3,1,2,"""yes""","""no""","""no""","""no""","""yes""",0,"""no""","""semi-furnished""",1288.0
5600000,5000,3,1,4,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""furnished""",1120.0
4893000,4995,4,2,1,"""yes""","""no""","""yes""","""no""","""no""",0,"""no""","""semi-furnished""",979.5795795795796
4060000,4992,3,2,2,"""yes""","""no""","""no""","""no""","""no""",2,"""no""","""unfurnished""",813.3012820512821
4543000,4990,4,2,2,"""yes""","""yes""","""yes""","""no""","""no""",0,"""yes""","""furnished""",910.4208416833667
3360000,4960,4,1,3,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",677.4193548387096
3080000,4960,2,1,1,"""yes""","""no""","""yes""","""no""","""yes""",0,"""no""","""unfurnished""",620.9677419354839
2940000,4960,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",592.741935483871
4382000,4950,4,1,2,"""yes""","""no""","""no""","""no""","""yes""",0,"""no""","""semi-furnished""",885.2525252525253
4403000,4920,3,1,2,"""yes""","""no""","""no""","""no""","""no""",1,"""no""","""semi-furnished""",894.9186991869918
4410000,4900,2,1,2,"""yes""","""no""","""yes""","""no""","""no""",0,"""no""","""semi-furnished""",900.0
3493000,4900,3,1,2,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",712.8571428571429
4403000,4880,3,1,1,"""yes""","""no""","""no""","""no""","""no""",2,"""yes""","""unfurnished""",902.2540983606557
8295000,4880,4,2,2,"""yes""","""no""","""no""","""no""","""yes""",1,"""yes""","""furnished""",1699.795081967213
4165000,4840,3,1,2,"""yes""","""no""","""no""","""no""","""no""",1,"""no""","""semi-furnished""",860.5371900826447
2450000,4840,2,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",506.198347107438
3780000,4820,3,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",784.2323651452282
4830000,4815,2,1,1,"""yes""","""no""","""no""","""no""","""yes""",0,"""yes""","""semi-furnished""",1003.1152647975077
6405000,4800,3,2,4,"""yes""","""yes""","""no""","""no""","""yes""",0,"""no""","""furnished""",1334.375
5033000,4800,2,1,1,"""yes""","""yes""","""yes""","""no""","""no""",0,"""no""","""semi-furnished""",1048.5416666666667
5810000,4800,3,1,3,"""yes""","""no""","""no""","""no""","""yes""",0,"""no""","""unfurnished""",1210.4166666666667
5866000,4800,3,1,1,"""yes""","""yes""","""yes""","""no""","""no""",0,"""no""","""unfurnished""",1222.0833333333333
5600000,4800,5,2,3,"""no""","""no""","""yes""","""yes""","""no""",0,"""no""","""unfurnished""",1166.6666666666667
3395000,4785,3,1,2,"""yes""","""yes""","""yes""","""no""","""yes""",1,"""no""","""furnished""",709.5088819226751
3325000,4775,4,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",696.3350785340314
4900000,4770,3,1,1,"""yes""","""yes""","""yes""","""no""","""no""",0,"""no""","""semi-furnished""",1027.2536687631027
3360000,4750,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",707.3684210526316
5600000,4700,4,1,2,"""yes""","""yes""","""yes""","""no""","""yes""",1,"""no""","""furnished""",1191.4893617021276
4900000,4646,3,1,2,"""yes""","""yes""","""yes""","""no""","""no""",2,"""no""","""semi-furnished""",1054.6706844597504
5740000,4640,4,1,2,"""yes""","""no""","""no""","""no""","""no""",1,"""no""","""semi-furnished""",1237.0689655172414
4130000,4632,4,1,2,"""yes""","""no""","""no""","""no""","""yes""",0,"""no""","""semi-furnished""",891.6234887737478
3010000,4600,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""furnished""",654.3478260869565
4200000,4600,3,2,2,"""yes""","""no""","""no""","""no""","""yes""",1,"""no""","""semi-furnished""",913.0434782608696
3500000,4600,4,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",760.8695652173913
8890000,4600,3,2,2,"""yes""","""yes""","""no""","""no""","""yes""",2,"""no""","""furnished""",1932.608695652174
5285000,4600,2,2,1,"""yes""","""no""","""no""","""no""","""yes""",2,"""no""","""semi-furnished""",1148.9130434782608
8645000,4560,3,2,2,"""yes""","""yes""","""yes""","""no""","""yes""",1,"""no""","""furnished""",1895.8333333333333
4900000,4520,3,1,2,"""yes""","""no""","""yes""","""no""","""yes""",0,"""no""","""semi-furnished""",1084.070796460177
4613000,4510,4,2,2,"""yes""","""no""","""yes""","""no""","""no""",0,"""no""","""semi-furnished""",1022.8381374722838
4480000,4510,4,1,2,"""yes""","""no""","""no""","""no""","""yes""",2,"""no""","""semi-furnished""",993.3481152993348
3990000,4500,3,2,2,"""no""","""no""","""yes""","""no""","""yes""",0,"""no""","""semi-furnished""",886.6666666666666
4007500,4500,3,1,2,"""no""","""no""","""yes""","""no""","""yes""",0,"""no""","""semi-furnished""",890.5555555555555
5215000,4500,4,2,1,"""no""","""no""","""yes""","""no""","""yes""",2,"""no""","""semi-furnished""",1158.888888888889
3255000,4500,2,1,1,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",723.3333333333334
3570000,4500,2,1,1,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""furnished""",793.3333333333334
3570000,4500,4,2,2,"""yes""","""no""","""yes""","""no""","""no""",2,"""no""","""furnished""",793.3333333333334
6160000,4500,3,1,4,"""yes""","""no""","""no""","""no""","""yes""",0,"""no""","""unfurnished""",1368.888888888889
4270000,4500,2,1,1,"""yes""","""no""","""no""","""no""","""yes""",2,"""no""","""furnished""",948.8888888888889
4340000,4500,3,2,3,"""yes""","""no""","""no""","""yes""","""no""",1,"""no""","""furnished""",964.4444444444445
3080000,4500,2,1,2,"""yes""","""no""","""no""","""yes""","""no""",1,"""no""","""semi-furnished""",684.4444444444445
3143000,4500,3,1,2,"""yes""","""no""","""no""","""no""","""yes""",0,"""no""","""unfurnished""",698.4444444444445
4200000,4500,3,1,1,"""yes""","""no""","""yes""","""no""","""no""",0,"""no""","""furnished""",933.3333333333334
3605000,4500,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",801.1111111111111
4200000,4410,2,1,1,"""no""","""no""","""no""","""no""","""no""",1,"""no""","""unfurnished""",952.3809523809524
4970000,4410,4,3,2,"""yes""","""no""","""yes""","""no""","""no""",2,"""no""","""semi-furnished""",1126.984126984127
2590000,4400,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",588.6363636363636
2485000,4400,3,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",564.7727272727273
5565000,4400,4,1,2,"""yes""","""no""","""no""","""no""","""yes""",2,"""yes""","""semi-furnished""",1264.7727272727273
4305000,4400,2,1,1,"""yes""","""no""","""no""","""no""","""no""",1,"""no""","""semi-furnished""",978.4090909090909
3220000,4370,3,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",736.8421052631579
4270000,4360,4,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""furnished""",979.3577981651376
2975000,4352,4,1,2,"""no""","""no""","""no""","""no""","""no""",1,"""no""","""unfurnished""",683.59375
4865000,4350,2,1,1,"""yes""","""no""","""yes""","""no""","""no""",0,"""no""","""unfurnished""",1118.3908045977012
2835000,4350,3,1,2,"""no""","""no""","""no""","""yes""","""no""",1,"""no""","""unfurnished""",651.7241379310345
4060000,4340,3,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",935.483870967742
4060000,4320,3,1,2,"""yes""","""no""","""no""","""no""","""no""",2,"""yes""","""furnished""",939.8148148148148
4690000,4320,3,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""yes""","""semi-furnished""",1085.648148148148
8750000,4320,3,1,2,"""yes""","""no""","""yes""","""yes""","""no""",2,"""no""","""semi-furnished""",2025.462962962963
3220000,4320,3,1,1,"""no""","""no""","""no""","""no""","""no""",1,"""no""","""unfurnished""",745.3703703703703
7455000,4300,3,2,2,"""yes""","""no""","""yes""","""no""","""no""",1,"""no""","""unfurnished""",1733.7209302325582
6083000,4300,6,2,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""furnished""",1414.6511627906978
3640000,4280,2,1,1,"""yes""","""no""","""no""","""no""","""yes""",2,"""no""","""semi-furnished""",850.4672897196261
6650000,4260,4,2,2,"""yes""","""no""","""no""","""yes""","""no""",0,"""no""","""semi-furnished""",1561.0328638497654
5250000,4260,4,1,2,"""yes""","""no""","""yes""","""no""","""yes""",0,"""no""","""furnished""",1232.394366197183
3500000,4240,3,1,2,"""yes""","""no""","""no""","""no""","""yes""",0,"""no""","""semi-furnished""",825.4716981132076
4907000,4200,3,1,2,"""yes""","""no""","""no""","""no""","""no""",1,"""no""","""furnished""",1168.3333333333333
4830000,4160,3,1,3,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",1161.0576923076924
4620000,4160,3,1,1,"""yes""","""yes""","""yes""","""no""","""yes""",0,"""no""","""unfurnished""",1110.576923076923
3640000,4130,3,2,2,"""yes""","""no""","""no""","""no""","""no""",2,"""no""","""semi-furnished""",881.3559322033898
3360000,4120,2,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",815.5339805825242
4900000,4120,2,1,1,"""yes""","""no""","""yes""","""no""","""no""",1,"""no""","""semi-furnished""",1189.3203883495146
4543000,4100,2,2,1,"""yes""","""yes""","""yes""","""no""","""no""",0,"""no""","""semi-furnished""",1108.0487804878048
6300000,4100,3,2,3,"""yes""","""no""","""no""","""no""","""yes""",2,"""no""","""semi-furnished""",1536.5853658536585
3990000,4100,4,1,1,"""no""","""no""","""yes""","""no""","""no""",0,"""no""","""unfurnished""",973.170731707317
3150000,4095,2,1,1,"""yes""","""no""","""no""","""no""","""no""",2,"""no""","""semi-furnished""",769.2307692307693
4900000,4095,3,1,2,"""no""","""yes""","""yes""","""no""","""yes""",0,"""no""","""semi-furnished""",1196.5811965811965
3850000,4080,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",943.6274509803922
4165000,4080,3,1,2,"""yes""","""no""","""no""","""no""","""no""",2,"""no""","""semi-furnished""",1020.8333333333334
4200000,4079,3,1,3,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",1029.6641333660211
4340000,4075,3,1,1,"""yes""","""yes""","""yes""","""no""","""no""",2,"""no""","""semi-furnished""",1065.0306748466257
3710000,4050,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""furnished""",916.0493827160494
3990000,4050,2,1,2,"""yes""","""yes""","""yes""","""no""","""no""",0,"""yes""","""unfurnished""",985.1851851851852
4165000,4046,3,1,2,"""yes""","""no""","""yes""","""no""","""no""",1,"""no""","""semi-furnished""",1029.4117647058824
6650000,4040,3,1,2,"""yes""","""no""","""yes""","""yes""","""no""",1,"""no""","""furnished""",1646.039603960396
4480000,4040,3,1,2,"""yes""","""no""","""no""","""no""","""no""",1,"""no""","""semi-furnished""",1108.9108910891089
3290000,4040,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",814.3564356435644
3423000,4040,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",847.2772277227723
3325000,4040,2,1,1,"""yes""","""no""","""no""","""no""","""no""",1,"""no""","""unfurnished""",823.019801980198
3710000,4040,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",918.3168316831683
4095000,4040,2,1,2,"""yes""","""no""","""no""","""no""","""no""",1,"""no""","""semi-furnished""",1013.6138613861386
4319000,4032,2,1,1,"""yes""","""no""","""yes""","""no""","""no""",0,"""no""","""furnished""",1071.1805555555557
2653000,4000,3,1,2,"""yes""","""no""","""no""","""no""","""yes""",0,"""no""","""unfurnished""",663.25
6790000,4000,3,2,2,"""yes""","""no""","""yes""","""no""","""yes""",0,"""yes""","""semi-furnished""",1697.5
4585000,4000,3,1,2,"""yes""","""no""","""no""","""no""","""no""",1,"""no""","""furnished""",1146.25
6615000,4000,3,2,2,"""yes""","""no""","""yes""","""no""","""yes""",1,"""no""","""semi-furnished""",1653.75
4480000,4000,3,1,2,"""yes""","""no""","""no""","""no""","""no""",2,"""no""","""furnished""",1120.0
3430000,4000,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",857.5
2730000,4000,3,1,2,"""yes""","""no""","""no""","""no""","""no""",1,"""no""","""unfurnished""",682.5
4200000,4000,4,2,2,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",1050.0
3605000,4000,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""yes""","""semi-furnished""",901.25
2695000,4000,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",673.75
2660000,4000,3,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",665.0
3500000,3990,3,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",877.1929824561404
3150000,3986,2,2,1,"""no""","""yes""","""yes""","""no""","""no""",1,"""no""","""unfurnished""",790.2659307576517
2275000,3970,3,1,2,"""yes""","""no""","""yes""","""no""","""no""",0,"""no""","""unfurnished""",573.0478589420655
2275000,3970,1,1,1,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",573.0478589420655
4410000,3968,3,1,2,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",1111.391129032258
3990000,3960,3,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""furnished""",1007.5757575757576
2800000,3960,3,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""furnished""",707.070707070707
6475000,3960,3,1,1,"""yes""","""no""","""yes""","""no""","""no""",2,"""no""","""semi-furnished""",1635.1010101010102
2660000,3934,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",676.1565836298932
3255000,3930,2,1,1,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",828.2442748091603
4375000,3900,3,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",1121.7948717948718
4620000,3880,3,2,2,"""yes""","""no""","""yes""","""no""","""no""",2,"""no""","""semi-furnished""",1190.721649484536
3430000,3850,3,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",890.9090909090909
3850000,3850,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",1000.0
1750000,3850,3,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",454.54545454545456
3115000,3850,3,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",809.0909090909091
3535000,3850,3,1,1,"""yes""","""no""","""no""","""no""","""no""",2,"""no""","""unfurnished""",918.1818181818181
4585000,3840,3,1,2,"""yes""","""no""","""no""","""no""","""no""",1,"""yes""","""semi-furnished""",1194.0104166666667
3920000,3816,2,1,1,"""yes""","""no""","""yes""","""no""","""yes""",2,"""no""","""furnished""",1027.2536687631027
3045000,3800,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",801.3157894736842
5250000,3800,3,1,2,"""yes""","""yes""","""yes""","""no""","""no""",1,"""yes""","""unfurnished""",1381.578947368421
3290000,3792,4,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",867.6160337552743
3885000,3780,2,1,2,"""yes""","""yes""","""yes""","""no""","""no""",0,"""no""","""semi-furnished""",1027.7777777777778
4550000,3760,3,1,1,"""yes""","""no""","""no""","""no""","""no""",2,"""no""","""semi-furnished""",1210.1063829787233
6510000,3760,3,1,2,"""yes""","""no""","""no""","""yes""","""no""",2,"""no""","""semi-furnished""",1731.3829787234042
3010000,3750,3,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",802.6666666666666
3360000,3750,3,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",896.0
4445000,3750,2,1,1,"""yes""","""yes""","""yes""","""no""","""no""",0,"""no""","""semi-furnished""",1185.3333333333333
4655000,3745,3,1,2,"""yes""","""no""","""yes""","""no""","""no""",0,"""no""","""furnished""",1242.9906542056074
3360000,3720,2,1,1,"""no""","""no""","""no""","""no""","""yes""",0,"""no""","""unfurnished""",903.2258064516129
5950000,3700,4,1,2,"""yes""","""yes""","""no""","""no""","""yes""",0,"""no""","""furnished""",1608.1081081081081
4095000,3680,3,2,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",1112.7717391304348
2940000,3660,4,1,2,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",803.2786885245902
5530000,3650,3,2,2,"""yes""","""no""","""no""","""no""","""no""",2,"""no""","""semi-furnished""",1515.0684931506848
3500000,3650,3,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",958.9041095890411
1890000,3649,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",517.9501233214579
3234000,3640,4,1,2,"""yes""","""no""","""yes""","""no""","""no""",0,"""no""","""unfurnished""",888.4615384615385
3500000,3640,2,1,1,"""yes""","""no""","""no""","""no""","""no""",1,"""no""","""semi-furnished""",961.5384615384615
2345000,3640,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",644.2307692307693
4550000,3640,3,1,2,"""yes""","""no""","""no""","""no""","""yes""",0,"""no""","""furnished""",1250.0
3570000,3640,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",980.7692307692307
3395000,3640,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""furnished""",932.6923076923077
4200000,3640,3,2,2,"""yes""","""no""","""yes""","""no""","""no""",0,"""no""","""unfurnished""",1153.8461538461538
2408000,3635,2,1,1,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",662.4484181568088
2660000,3630,3,3,2,"""no""","""yes""","""no""","""no""","""no""",0,"""no""","""unfurnished""",732.7823691460055
3675000,3630,2,1,1,"""yes""","""no""","""no""","""no""","""yes""",0,"""no""","""unfurnished""",1012.396694214876
4025000,3630,3,2,2,"""yes""","""no""","""no""","""yes""","""no""",2,"""no""","""semi-furnished""",1108.8154269972451
3675000,3630,2,1,1,"""yes""","""no""","""yes""","""no""","""no""",0,"""no""","""furnished""",1012.396694214876
3010000,3630,4,1,2,"""yes""","""no""","""no""","""no""","""no""",3,"""no""","""semi-furnished""",829.2011019283747
4690000,3630,3,1,2,"""yes""","""no""","""no""","""no""","""no""",2,"""no""","""semi-furnished""",1292.0110192837465
2870000,3630,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",790.633608815427
1750000,3620,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",483.42541436464086
4098500,3600,3,1,1,"""yes""","""no""","""yes""","""no""","""yes""",0,"""yes""","""furnished""",1138.4722222222222
2590000,3600,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",719.4444444444445
2940000,3600,3,1,2,"""no""","""no""","""no""","""no""","""no""",1,"""no""","""unfurnished""",816.6666666666666
2590000,3600,2,2,2,"""yes""","""no""","""yes""","""no""","""no""",1,"""no""","""furnished""",719.4444444444445
3500000,3600,6,1,2,"""yes""","""no""","""no""","""no""","""no""",1,"""no""","""unfurnished""",972.2222222222222
3710000,3600,3,1,1,"""yes""","""no""","""no""","""no""","""no""",1,"""no""","""unfurnished""",1030.5555555555557
3675000,3600,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""furnished""",1020.8333333333334
3780000,3600,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",1050.0
3710000,3584,2,1,1,"""yes""","""no""","""no""","""yes""","""no""",0,"""no""","""semi-furnished""",1035.15625
3640000,3570,3,1,2,"""yes""","""no""","""yes""","""no""","""no""",0,"""no""","""semi-furnished""",1019.6078431372549
5040000,3540,2,1,1,"""no""","""yes""","""yes""","""no""","""no""",0,"""no""","""semi-furnished""",1423.7288135593221
4515000,3520,2,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""yes""","""furnished""",1282.6704545454545
3633000,3520,3,1,1,"""yes""","""no""","""no""","""no""","""no""",2,"""yes""","""unfurnished""",1032.1022727272727
4200000,3520,3,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""yes""","""semi-furnished""",1193.1818181818182
3640000,3520,2,2,1,"""yes""","""no""","""yes""","""no""","""no""",0,"""no""","""semi-furnished""",1034.090909090909
4550000,3520,3,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""yes""","""semi-furnished""",1292.6136363636363
3500000,3512,2,1,1,"""yes""","""no""","""no""","""no""","""no""",1,"""yes""","""unfurnished""",996.5831435079726
4515000,3510,3,1,3,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",1286.3247863247864
4473000,3510,3,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",1274.3589743589744
9240000,3500,4,2,2,"""yes""","""no""","""no""","""yes""","""no""",2,"""no""","""furnished""",2640.0
3150000,3500,2,1,1,"""no""","""no""","""yes""","""no""","""no""",0,"""no""","""semi-furnished""",900.0
3115000,3500,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",890.0
3360000,3500,4,1,2,"""yes""","""no""","""no""","""no""","""yes""",2,"""no""","""unfurnished""",960.0
2450000,3500,2,1,1,"""yes""","""yes""","""no""","""no""","""no""",0,"""no""","""unfurnished""",700.0
4340000,3500,4,1,2,"""yes""","""no""","""no""","""no""","""no""",2,"""no""","""furnished""",1240.0
2660000,3480,2,1,1,"""yes""","""no""","""no""","""no""","""no""",1,"""no""","""semi-furnished""",764.3678160919541
3290000,3480,4,1,2,"""no""","""no""","""no""","""no""","""no""",1,"""no""","""semi-furnished""",945.4022988505748
3500000,3480,3,1,1,"""no""","""no""","""no""","""no""","""yes""",0,"""no""","""unfurnished""",1005.7471264367816
3745000,3480,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""yes""","""semi-furnished""",1076.1494252873563
2940000,3480,3,1,2,"""no""","""no""","""no""","""no""","""no""",1,"""no""","""semi-furnished""",844.8275862068965
4007500,3460,4,1,2,"""yes""","""no""","""no""","""no""","""yes""",0,"""no""","""semi-furnished""",1158.236994219653
4025000,3460,3,2,1,"""yes""","""no""","""yes""","""no""","""yes""",1,"""no""","""furnished""",1163.2947976878613
3150000,3450,1,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""furnished""",913.0434782608696
4515000,3450,3,1,2,"""yes""","""no""","""yes""","""no""","""no""",1,"""no""","""semi-furnished""",1308.695652173913
3150000,3450,3,1,2,"""yes""","""no""","""yes""","""no""","""no""",0,"""no""","""semi-furnished""",913.0434782608696
4193000,3450,3,1,2,"""yes""","""no""","""no""","""no""","""no""",1,"""no""","""semi-furnished""",1215.3623188405797
3395000,3450,3,1,1,"""yes""","""no""","""yes""","""no""","""no""",2,"""no""","""unfurnished""",984.0579710144928
4767000,3420,4,2,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",1393.859649122807
3780000,3420,2,1,2,"""yes""","""no""","""no""","""yes""","""no""",1,"""no""","""semi-furnished""",1105.2631578947369
1960000,3420,5,1,2,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",573.0994152046784
4893000,3420,4,2,2,"""yes""","""no""","""yes""","""no""","""yes""",2,"""no""","""semi-furnished""",1430.701754385965
5145000,3410,3,1,2,"""no""","""no""","""no""","""no""","""yes""",0,"""no""","""semi-furnished""",1508.7976539589442
4277000,3400,3,1,2,"""yes""","""no""","""yes""","""no""","""no""",2,"""yes""","""semi-furnished""",1257.9411764705883
2100000,3360,2,1,1,"""yes""","""no""","""no""","""no""","""no""",1,"""no""","""unfurnished""",625.0
3836000,3350,3,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",1145.0746268656717
5530000,3300,3,3,2,"""yes""","""no""","""yes""","""no""","""no""",0,"""no""","""semi-furnished""",1675.7575757575758
2835000,3300,3,1,2,"""no""","""no""","""no""","""no""","""no""",1,"""no""","""semi-furnished""",859.0909090909091
3920000,3290,2,1,1,"""yes""","""no""","""no""","""yes""","""no""",1,"""no""","""furnished""",1191.4893617021276
2380000,3264,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",729.1666666666666
3010000,3240,3,1,2,"""yes""","""no""","""no""","""no""","""no""",2,"""no""","""semi-furnished""",929.0123456790124
2450000,3240,2,1,1,"""no""","""yes""","""no""","""no""","""no""",1,"""no""","""unfurnished""",756.1728395061729
6107500,3240,4,1,3,"""yes""","""no""","""no""","""no""","""no""",1,"""no""","""semi-furnished""",1885.030864197531
2450000,3210,3,1,2,"""yes""","""no""","""yes""","""no""","""no""",0,"""no""","""unfurnished""",763.2398753894081
3430000,3185,2,1,1,"""yes""","""no""","""no""","""no""","""no""",2,"""no""","""unfurnished""",1076.923076923077
3360000,3185,2,1,1,"""yes""","""no""","""yes""","""no""","""no""",2,"""no""","""furnished""",1054.9450549450548
2653000,3185,2,1,1,"""yes""","""no""","""no""","""no""","""yes""",0,"""no""","""unfurnished""",832.967032967033
2310000,3180,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",726.4150943396227
3290000,3180,4,1,2,"""yes""","""no""","""yes""","""no""","""yes""",0,"""no""","""unfurnished""",1034.5911949685535
3885000,3180,4,2,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""furnished""",1221.698113207547
2520000,3180,3,1,1,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",792.4528301886793
3640000,3180,3,1,2,"""no""","""no""","""yes""","""no""","""no""",0,"""no""","""semi-furnished""",1144.6540880503144
3850000,3180,2,2,1,"""yes""","""no""","""yes""","""no""","""no""",2,"""no""","""semi-furnished""",1210.691823899371
5215000,3180,3,2,2,"""yes""","""no""","""no""","""no""","""no""",2,"""no""","""semi-furnished""",1639.937106918239
4473000,3162,3,1,2,"""yes""","""no""","""no""","""no""","""yes""",1,"""no""","""furnished""",1414.6110056925995
3815000,3150,2,2,1,"""no""","""no""","""yes""","""no""","""no""",0,"""no""","""semi-furnished""",1211.111111111111
5460000,3150,3,2,1,"""yes""","""yes""","""yes""","""no""","""yes""",0,"""no""","""furnished""",1733.3333333333333
3570000,3150,3,1,2,"""yes""","""no""","""yes""","""no""","""no""",0,"""no""","""furnished""",1133.3333333333333
2940000,3150,3,1,2,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",933.3333333333334
3500000,3120,3,1,2,"""yes""","""no""","""no""","""no""","""no""",1,"""no""","""unfurnished""",1121.7948717948718
